Experiment Simple_Date Class_ID Participant_Private_ID Time_On_Task Condition Phase Trial Time_On_Trial Trial_Number RestudyDecision JoL Test Event_Index Response all_test_element_codings_as_one Test_Total_Correct
2 2023-01-10 T4T 7759930 28.85 No-SSI 2 Botox 20 5 Nee 2 ? 70 ? 0 0
2 2023-01-10 T4T 7759930 28.85 No-SSI 2 Metro 41 6 Ja 2 ? 84 ? 0 0
2 2023-01-10 T4T 7759932 22.6333333333333 SSI 1 Muziek 176 1 Ja 3 "hoger IQ
je kan dingen beter herrinneren 
je kan mensen ermee helpen 
het geeft je rust" 18 "hoger IQ
je kan dingen beter herrinneren 
je kan mensen ermee helpen 
het geeft je rust" "4 3 0 0" 2
2 2023-01-10 T4T 7759932 22.6333333333333 SSI 1 Beton 157 2 Nee 3 "verwarmingscentrale aan
beton droogt uit
het wordt kleiner 
liften doen het niet" 36 "verwarmingscentrale aan
beton droogt uit
het wordt kleiner 
liften doen het niet" "1 2 3 4" 4
2 2023-01-10 T4T 7759932 22.6333333333333 SSI 1 Geld 100 3 Nee 2 "geen lange tijd blij 
zien geen gevaar" 54 "geen lange tijd blij 
zien geen gevaar" "4 0" 1
2 2023-01-10 T4T 7759932 22.6333333333333 SSI 2 Botox 189 4 Ja 3 "een behandeling is 1-6 maanden
gezicht veranderd
je lijkt jonger 
giftig" 68 "een behandeling is 1-6 maanden
gezicht veranderd
je lijkt jonger 
giftig" "0 0 3 0" 1
2 2023-01-10 T4T 7759932 22.6333333333333 SSI 2 Metro 104 5 Ja 3 ? 82 ? 0 0
2 2023-01-10 T4T 7759932 22.6333333333333 SSI 2 Suez 121 6 Ja 3 "het was eerst een hele grote oceaan
tussenweg 
" 96 "het was eerst een hele grote oceaan
tussenweg 
" "0 0" 0
2 2023-01-10 T4T 7759933 39.1 Diagramming-Only 1 Geld NA 1 Ja 2 "mensen worden er gelukig van waneer ze er in de maantschapij bij horen en niet van economishe welvaard.
een psygoloog heeft onderzocht dat mensen voor een korte tijd gelukig worden van rijkdom omdat dat hun aflijd van gevaar en problemen." 14 "mensen worden er gelukig van waneer ze er in de maantschapij bij horen en niet van economishe welvaard.
een psygoloog heeft onderzocht dat mensen voor een korte tijd gelukig worden van rijkdom omdat dat hun aflijd van gevaar en problemen." "0 2 0" 1
2 2023-01-10 T4T 7759933 39.1 Diagramming-Only 1 Beton NA 2 Ja 3 "Er word gebruik gemaakt van centrale verwarming in een betonnen gebouw.
Daar door droogt het beton uit.
doordat het beton uitdroogt zal het gebouw krimpen.
doordat het gebouw kleiner word komen liften vaak klem te zitten." 28 "Er word gebruik gemaakt van centrale verwarming in een betonnen gebouw.
Daar door droogt het beton uit.
doordat het beton uitdroogt zal het gebouw krimpen.
doordat het gebouw kleiner word komen liften vaak klem te zitten." "1 2 3 4" 4
2 2023-01-10 T4T 7759933 39.1 Diagramming-Only 1 Muziek NA 3 Nee 3 "de hersennen worden beter ontwikelt doordat er verschilende delen van de hersenen tegelijk gebruikt worden.
hierdoor zal je gemidelt hoger scoren op IQ testen.
ook zal je beter zijn in het oplossen van inzichts vragen.
ook zal je beter herrineringen terug kunnen halen door middel van muziek die je geleert had." 42 "de hersennen worden beter ontwikelt doordat er verschilende delen van de hersenen tegelijk gebruikt worden.
hierdoor zal je gemidelt hoger scoren op IQ testen.
ook zal je beter zijn in het oplossen van inzichts vragen.
ook zal je beter herrineringen terug kunnen halen door middel van muziek die je geleert had." "1 4 2 3" 4
2 2023-01-10 T4T 7759933 39.1 Diagramming-Only 2 Suez NA 4 Nee 3 "Er moest een kortere roeten gemaakt worden.
Een zweedse ingenieur ontworp het Suezkanaal.
Duizende arbijders hebben jarenlang het kanaal gegraven.
In 1869 werd het kanaal geopend voor scheepsvaart." 56 "Er moest een kortere roeten gemaakt worden.
Een zweedse ingenieur ontworp het Suezkanaal.
Duizende arbijders hebben jarenlang het kanaal gegraven.
In 1869 werd het kanaal geopend voor scheepsvaart." "3 0 4 0" 2
2 2023-01-10 T4T 7759933 39.1 Diagramming-Only 2 Botox NA 5 Nee 3 "De spieren waar de botox is ingespoten worden tijdelijk verlamd.
hierdoor stopt een spier met samentrekken.
hierdoor worden rimpels gladgestreken.
ook word soms iemands gezigdsuitdrukking ongewenst verandert.
" 70 "De spieren waar de botox is ingespoten worden tijdelijk verlamd.
hierdoor stopt een spier met samentrekken.
hierdoor worden rimpels gladgestreken.
ook word soms iemands gezigdsuitdrukking ongewenst verandert.
" "1 2 4" 3
2 2023-01-10 T4T 7759933 39.1 Diagramming-Only 2 Metro NA 6 Ja 3 ? 84 ? 0 0
2 2023-01-10 T4T 7759935 30.0666666666667 Diagramming-Only 1 Metro NA 1 Ja 1 "Dat er dieren dood gaan. De zeebodem stijgt." 14 "Dat er dieren dood gaan. De zeebodem stijgt." "0 0" 0
2 2023-01-10 T4T 7759935 30.0666666666667 Diagramming-Only 1 Suez NA 2 Ja 2 "Doordat het suezkanaal nu niet omvaart, maar tussen de landen heen vaart.

?" 28 "Doordat het suezkanaal nu niet omvaart, maar tussen de landen heen vaart.

?" "0 0" 0
2 2023-01-10 T4T 7759935 30.0666666666667 Diagramming-Only 1 Muziek NA 3 Ja 2 "Je kan makkelijk moeilijke wiskunde sommen oplossen.
Breuken zijn ook makkelijker om op te lossen.
Je kan een gebeurtenis koppelen aan een liedje.
De verschillende hersendelen worden geactiveerd." 42 "Je kan makkelijk moeilijke wiskunde sommen oplossen.
Breuken zijn ook makkelijker om op te lossen.
Je kan een gebeurtenis koppelen aan een liedje.
De verschillende hersendelen worden geactiveerd." "2 3 1" 3
2 2023-01-10 T4T 7759935 30.0666666666667 Diagramming-Only 2 Beton NA 4 Ja 1 "Omdat het beton krimp en daaardoor moeten de liften kleiner worden. En zo blijven er vaak mensen vast zitten in een lift." 56 "Omdat het beton krimp en daaardoor moeten de liften kleiner worden. En zo blijven er vaak mensen vast zitten in een lift." "3 0 4" 2
2 2023-01-10 T4T 7759935 30.0666666666667 Diagramming-Only 2 Botox NA 5 Ja 2 "Dat je er jonger uitziet, want je rimpels zijn dan weg.
Dat mensen je gezichtsuitdrukking niet meer zien, want het is helemaal strakgespannen.
" 70 "Dat je er jonger uitziet, want je rimpels zijn dan weg.
Dat mensen je gezichtsuitdrukking niet meer zien, want het is helemaal strakgespannen.
" "3 2 4" 3
2 2023-01-10 T4T 7759935 30.0666666666667 Diagramming-Only 2 Geld NA 6 Ja 1 "Ze hebben alles al.
Je wordt niet gelukkig van geld, maar van vrienden en familie.
" 84 "Ze hebben alles al.
Je wordt niet gelukkig van geld, maar van vrienden en familie.
" "0 1" 1
2 2023-01-10 T4T 7759936 37.1666666666667 Diagramming-Only 1 Suez NA 1 Nee 4 "Het Suezkanaal, gemaakt rond 1860. Eerst namen schepen een route van ongeveer 10.000 zeemijl en nu een route van maar ongeveer 6.000 zeemijl." 14 "Het Suezkanaal, gemaakt rond 1860. Eerst namen schepen een route van ongeveer 10.000 zeemijl en nu een route van maar ongeveer 6.000 zeemijl." "4 2" 2
2 2023-01-10 T4T 7759936 37.1666666666667 Diagramming-Only 1 Metro NA 2 Ja 4 "meer plankton en zeefauna.
meer leven in de zee.
makkelijk van onnodige dingen afkomen door in de zee te gooien
?" 28 "meer plankton en zeefauna.
meer leven in de zee.
makkelijk van onnodige dingen afkomen door in de zee te gooien
?" "3 4 0 0" 2
2 2023-01-10 T4T 7759936 37.1666666666667 Diagramming-Only 1 Botox NA 3 Nee 2 "ongeluk in Amerika waar 28 mensen aan overlijden.
strengere controle in nederland.
laat je jonger lijken.
kan gezichtsuitdrukking ongewenst veranderen.
" 42 "ongeluk in Amerika waar 28 mensen aan overlijden.
strengere controle in nederland.
laat je jonger lijken.
kan gezichtsuitdrukking ongewenst veranderen.
" "0 0 3 4" 2
2 2023-01-10 T4T 7759936 37.1666666666667 Diagramming-Only 2 Geld NA 4 Ja 2 "de gelukkkigheid is er maar voor een kleine tijd.
het gebruikt daarna steeds meer en meer om gelukkig te worden.
?
?" 56 "de gelukkkigheid is er maar voor een kleine tijd.
het gebruikt daarna steeds meer en meer om gelukkig te worden.
?
?" "2 4 0 0" 2
2 2023-01-10 T4T 7759936 37.1666666666667 Diagramming-Only 2 Beton NA 5 Nee 3 "omdat de betonnen panelen het gebouw naar beneden laat zakken dus de lift soms vast kan blijven hangen." 70 "omdat de betonnen panelen het gebouw naar beneden laat zakken dus de lift soms vast kan blijven hangen." "0 4" 1
2 2023-01-10 T4T 7759936 37.1666666666667 Diagramming-Only 2 Muziek NA 6 Nee 2 "je geheugen verbetert.
kinderen scoorde hoger op iq testen
wiskunde wordt makkelijker [breuken].
?
" 84 "je geheugen verbetert.
kinderen scoorde hoger op iq testen
wiskunde wordt makkelijker [breuken].
?
" "3 4 2 0" 3
2 2023-01-10 5Xa 7760173 29.95 SSI 1 Metro 265 1 Ja 3 "Meer vissen, plankton en planten. Een kunstmatig rif. 
 " 18 "Meer vissen, plankton en planten. Een kunstmatig rif. 
" "4 3 2" 3
2 2023-01-10 5Xa 7760173 29.95 SSI 1 Geld 239 2 Ja 2 "Omdat ze er aan wennen.
Het maakt maar even gelukkig.
?
?" 36 "Omdat ze er aan wennen.
Het maakt maar even gelukkig.
?
?" "3 4 0 0" 2
2 2023-01-10 5Xa 7760173 29.95 SSI 1 Suez 206 3 Ja 2 "Mensen hebben een tunnel gemaakt.
Er was een weg van de atlantische oceaan en de indische oceaan.
Er was handel.
?" 54 "Mensen hebben een tunnel gemaakt.
Er was een weg van de atlantische oceaan en de indische oceaan.
Er was handel.
?" "0 0 0 0" 0
2 2023-01-10 5Xa 7760173 29.95 SSI 2 Beton 119 4 Ja 3 "Omdat het gebauw kleiner word.
De liften blijven hangen.
Centrale verwarming warmt beton op.
Beton krimpt als het warmer wordt." 68 "Omdat het gebauw kleiner word.
De liften blijven hangen.
Centrale verwarming warmt beton op.
Beton krimpt als het warmer wordt." "3 4 1 0" 3
2 2023-01-10 5Xa 7760173 29.95 SSI 2 Botox 153 5 Ja 2 "Ongewenste gezichtsuitdrukkingen.
Je ziet er jonger uit.
Spieren worden verklampt.
Rimpels worden verwijderd." 82 "Ongewenste gezichtsuitdrukkingen.
Je ziet er jonger uit.
Spieren worden verklampt.
Rimpels worden verwijderd." "4 3 1 2" 4
2 2023-01-10 5Xa 7760173 29.95 SSI 2 Muziek 194 6 Ja 3 "Kan je helpen dingen herinneren.
Brein connecties maakt je slimmer.
Beter in wiskunde oplossen zoals breuken.
Hoger scoren op IQ testen." 96 "Kan je helpen dingen herinneren.
Brein connecties maakt je slimmer.
Beter in wiskunde oplossen zoals breuken.
Hoger scoren op IQ testen." "3 1 2 4" 4
2 2023-01-10 5Xa 7760177 18.7333333333333 SSI 1 Beton 166 1 Ja 3 "er is vaak centrale verwarming in een betonnen gebouw
door de warmte kan het beton uitdrogen
als het uitdroogt gaat het krimpen
daardoor blijven liften hangen en moeten ze gerenoveerd worden" 18 "er is vaak centrale verwarming in een betonnen gebouw
door de warmte kan het beton uitdrogen
als het uitdroogt gaat het krimpen
daardoor blijven liften hangen en moeten ze gerenoveerd worden" "1 2 3 4" 4
2 2023-01-10 5Xa 7760177 18.7333333333333 SSI 1 Geld 110 2 Ja 1 "ze zijn niet gelukkig
" 36 "ze zijn niet gelukkig
" 0 0
2 2023-01-10 5Xa 7760177 18.7333333333333 SSI 1 Metro 142 3 Nee 3 "
De metros hoeven niet meer verwerkt te worden
er onstaat een kunstmatig rif
er leeft meer plankton en zeefauna
hierdoor komen er andere vissen naartoe (makreel)" 54 "
De metros hoeven niet meer verwerkt te worden
er onstaat een kunstmatig rif
er leeft meer plankton en zeefauna
hierdoor komen er andere vissen naartoe (makreel)" "1 2 3 4" 4
2 2023-01-10 5Xa 7760177 18.7333333333333 SSI 2 Botox 149 4 Ja 2 "door het gebruik van botox kan je huid gladstrijken
het kan helpen bij het onspannen van de spieren
het kan je jonger laten lijken
het kan je gezichtsuitdrukking ongewenst veranderen
" 68 "door het gebruik van botox kan je huid gladstrijken
het kan helpen bij het onspannen van de spieren
het kan je jonger laten lijken
het kan je gezichtsuitdrukking ongewenst veranderen
" "2 1 3 4" 4
2 2023-01-10 5Xa 7760177 18.7333333333333 SSI 2 Muziek 148 5 Nee 3 "muziek maakt je slimmer
je gebruikt verschillende delen van je hersenen
het kan helpen bij wiskunde opdrachten
het helpt mensen met alzheimer dingen te herinneerne" 82 "muziek maakt je slimmer
je gebruikt verschillende delen van je hersenen
het kan helpen bij wiskunde opdrachten
het helpt mensen met alzheimer dingen te herinneerne" "4 1 2 3" 4
2 2023-01-10 5Xa 7760177 18.7333333333333 SSI 2 Suez 144 6 Ja 2 "er was geen natuurlijke verbinding tussen twee oceanen
je moest om het hele continent Afrika heenvaren
het suezkanaal werd gegraven
de route werd korter" 96 "er was geen natuurlijke verbinding tussen twee oceanen
je moest om het hele continent Afrika heenvaren
het suezkanaal werd gegraven
de route werd korter" "1 2 4 Given" 3
2 2023-01-10 5Xa 7760180 26.1666666666667 Diagramming-Only 1 Botox NA 1 Ja 2 "Botox blokkeert de aanspanning van spieren en kan delen verlammen. Je kan je uiterlijk er mee veranderen op een positieve manier maar ook op een negatieve manier." 14 "Botox blokkeert de aanspanning van spieren en kan delen verlammen. Je kan je uiterlijk er mee veranderen op een positieve manier maar ook op een negatieve manier." "Given 1 3 4" 3
2 2023-01-10 5Xa 7760180 26.1666666666667 Diagramming-Only 1 Suez NA 2 Nee 4 "Het was vroeger lastig om van de Indische oceaan naar de Atlantische oceaan te gaan omdat je helemaal om Afrika heen moest varen. Ze bouwden een kanaal om de 2 oceanen te verbinden. Nu is de route tussen Jeddah en Rotterdam 40% korter." 28 "Het was vroeger lastig om van de Indische oceaan naar de Atlantische oceaan te gaan omdat je helemaal om Afrika heen moest varen. Ze bouwden een kanaal om de 2 oceanen te verbinden. Nu is de route tussen Jeddah en Rotterdam 40% korter." "2 4 Given" 2
2 2023-01-10 5Xa 7760180 26.1666666666667 Diagramming-Only 1 Beton NA 3 Nee 4 "Veel grote gebouwen worden van beton gebouwd. Om het beton te laten uitharden word een apparaat gebruikt. Als het beton uithard krimpt het, daardoor moeten liften en liftschachten aangepast worden. In 1952 werd een betonnen gebouw gebouwd die 12 centimeter was gekrompen. Daardoor moest er veel renovatie worden gedaan aan de liften." 42 "Veel grote gebouwen worden van beton gebouwd. Om het beton te laten uitharden word een apparaat gebruikt. Als het beton uithard krimpt het, daardoor moeten liften en liftschachten aangepast worden. In 1952 werd een betonnen gebouw gebouwd die 12 centimeter was gekrompen. Daardoor moest er veel renovatie worden gedaan aan de liften." "0 0 3 4" 2
2 2023-01-10 5Xa 7760180 26.1666666666667 Diagramming-Only 2 Metro NA 4 Ja 2 "Rode metrowagens zijn in de oceaan gedumpt omdat ze niet meer werden gebruikt en zodat ze het afval ervan niet ergens anders hoeven te dumpen. Door het laten zinken van de wagens is er een kunstmatig rif onstaan en is de hoeveelheid plankton 400 keer verdubbeld" 56 "Rode metrowagens zijn in de oceaan gedumpt omdat ze niet meer werden gebruikt en zodat ze het afval ervan niet ergens anders hoeven te dumpen. Door het laten zinken van de wagens is er een kunstmatig rif onstaan en is de hoeveelheid plankton 400 keer verdubbeld" "Given 0 2 3" 2
2 2023-01-10 5Xa 7760180 26.1666666666667 Diagramming-Only 2 Muziek NA 5 Nee 4 "Door noten lezen en muziek maken te leren worden meerdere delen in de hersenen geactiveerd. 12 jarige kinderen die dat hebben gedaan haalde een hogere score op een IQ-test dan kinderen die dat niet hebben gedaan. Liedjes kunnen herinneringen terug brengen, daarom wordt het gebruikt om mensen met Alzheimer herinneringen terug te brengen." 70 "Door noten lezen en muziek maken te leren worden meerdere delen in de hersenen geactiveerd. 12 jarige kinderen die dat hebben gedaan haalde een hogere score op een IQ-test dan kinderen die dat niet hebben gedaan. Liedjes kunnen herinneringen terug brengen, daarom wordt het gebruikt om mensen met Alzheimer herinneringen terug te brengen." "Given 1 4 3" 3
2 2023-01-10 5Xa 7760180 26.1666666666667 Diagramming-Only 2 Geld NA 6 Ja 2 "Lotto miljonair winnaars zijn niet altijd gelukkig. Als mensen veel geld hebben wennen ze er snel aan en daardoor zijn ze niet lang gelukkig.
?" 84 "Lotto miljonair winnaars zijn niet altijd gelukkig. Als mensen veel geld hebben wennen ze er snel aan en daardoor zijn ze niet lang gelukkig.
?" "Given 3 4 0" 2
2 2023-01-10 5Xa 7760181 35.3333333333333 Diagramming-Only 1 Metro NA 1 Nee 4 "Aan de oostkust van Amerika zijn zevenhonderd New Yorkse metrowagons tot zinken gebracht.
Hierdoor hoeft het afval van de wagons niet meer op een andere manier verwerkt te worden.
Tegelijkertijd is er met de wagons een kunstmatig rif aangelegd.
Daardoor is de plankton en zeefauna aan de oostkust vier keer verdubbeld.
Dit trekt meer vissen aan waardoor er meer vissoorten zijn verschenen aan de oostkust van Amerika" 14 "Aan de oostkust van Amerika zijn zevenhonderd New Yorkse metrowagons tot zinken gebracht.
Hierdoor hoeft het afval van de wagons niet meer op een andere manier verwerkt te worden.
Tegelijkertijd is er met de wagons een kunstmatig rif aangelegd.
Daardoor is de plankton en zeefauna aan de oostkust vier keer verdubbeld.
Dit trekt meer vissen aan waardoor er meer vissoorten zijn verschenen aan de oostkust van Amerika" "Given 1 2 3 4" 4
2 2023-01-10 5Xa 7760181 35.3333333333333 Diagramming-Only 1 Muziek NA 2 Ja 3 "Door muziek te spelen en noten te lezen gebruik je meerdere delen van je hersenen.
Door het gebruik van meerdere delen van je hersenen gaat je IQ omhoog.
Daarnaast verbetert het je ruimtelijk inzicht wat helpt bij het oplossen van wiskundetaken.
Ook kun je herinderingen omhoog halen door muziek te spelen van die tijd." 28 "Door muziek te spelen en noten te lezen gebruik je meerdere delen van je hersenen.
Door het gebruik van meerdere delen van je hersenen gaat je IQ omhoog.
Daarnaast verbetert het je ruimtelijk inzicht wat helpt bij het oplossen van wiskundetaken.
Ook kun je herinderingen omhoog halen door muziek te spelen van die tijd." "1 4 2 3" 4
2 2023-01-10 5Xa 7760181 35.3333333333333 Diagramming-Only 1 Botox NA 3 Nee 3 "Botox produceert een bacterie die iets blokkeert tussen de zenuwen en de spieren onder de huid.
Botox is niet altijd veilig. Zo gebeurde er in Amerika in 2004 een ongeluk met botox wat 28 mensen hun leven koste.
Oorspronkelijk werd Botox meestal gebruikt tegen samentrekkende spieren.
Het kan ook gebruikt worden om rimpels op je voorhoofd en bij je ogen te verminderen.
Hierdoor kan je er jonger uitzien.
Maar het kan ook ongewenst je expressie veranderen." 42 "Botox produceert een bacterie die iets blokkeert tussen de zenuwen en de spieren onder de huid.
Botox is niet altijd veilig. Zo gebeurde er in Amerika in 2004 een ongeluk met botox wat 28 mensen hun leven koste.
Oorspronkelijk werd Botox meestal gebruikt tegen samentrekkende spieren.
Het kan ook gebruikt worden om rimpels op je voorhoofd en bij je ogen te verminderen.
Hierdoor kan je er jonger uitzien.
Maar het kan ook ongewenst je expressie veranderen." "Given 0 1 2 3 4" 4
2 2023-01-10 5Xa 7760181 35.3333333333333 Diagramming-Only 2 Beton NA 4 Nee 4 "Bij het bouwen van een betonnen gebouw is het belangrijk om rekening te houden met de gevolgen van centrale verwarming.
Centrale verwarming kan ervoor zorgen dat het beton uitdroogt.
Uitgedroogt beton zorgt voor betonkrimp. Hierdoor kan het gebouw meerdere centimeters krimpen.
Door het krimpen van het gebouw komen liften vaak vast te zitten.
De lift moet dan verkleint worden." 56 "Bij het bouwen van een betonnen gebouw is het belangrijk om rekening te houden met de gevolgen van centrale verwarming.
Centrale verwarming kan ervoor zorgen dat het beton uitdroogt.
Uitgedroogt beton zorgt voor betonkrimp. Hierdoor kan het gebouw meerdere centimeters krimpen.
Door het krimpen van het gebouw komen liften vaak vast te zitten.
De lift moet dan verkleint worden." "1 2 3 4 Given" 4
2 2023-01-10 5Xa 7760181 35.3333333333333 Diagramming-Only 2 Suez NA 5 Nee 0 ? 70 ? 0 0
2 2023-01-10 5Xa 7760181 35.3333333333333 Diagramming-Only 2 Geld NA 6 Nee 0 ? 84 ? 0 0
2 2023-01-10 5Xa 7760182 29.55 SSI 1 Suez 415 1 Ja 1 "Handelschepen moesten rond heel Afrika varen. 
Een Belgische man had iets te maken met het graven van het Suezkanaal.
Misschien waren de dingen die getransporteerd niet zo goed meer?
Het duurde gewoon lang." 18 "Handelschepen moesten rond heel Afrika varen. 
Een Belgische man had iets te maken met het graven van het Suezkanaal.
Misschien waren de dingen die getransporteerd niet zo goed meer?
Het duurde gewoon lang." "2 4 0 0" 2
2 2023-01-10 5Xa 7760182 29.55 SSI 1 Muziek 254 2 Ja 2 "Dingen beter herinerren, vooral voor oudere mensen met alzheimers.
Betere prestaties bij wiskunde, vooral bij breuken.
Kinderen die muziek leren / lezen / spelen scoren gemiddeld hoger op een IQ test.
?" 36 "Dingen beter herinerren, vooral voor oudere mensen met alzheimers.
Betere prestaties bij wiskunde, vooral bij breuken.
Kinderen die muziek leren / lezen / spelen scoren gemiddeld hoger op een IQ test.
?" "3 2 Given 4 0" 3
2 2023-01-10 5Xa 7760182 29.55 SSI 1 Beton 253 3 Ja 2 "Centrale verwarming droogt het gebouw uit.
Het gebouw begint dan te krimpen.
Dan is de lift te groot, en hangt dan op verdiepingen.
Dan is renovatie nodig." 54 "Centrale verwarming droogt het gebouw uit.
Het gebouw begint dan te krimpen.
Dan is de lift te groot, en hangt dan op verdiepingen.
Dan is renovatie nodig." "1 2 3 4 Given" 4
2 2023-01-10 5Xa 7760182 29.55 SSI 2 Metro 187 4 Ja 1 "De afval hoeft nergens anders naar toe.
Een koraal rif is daar angelegd.
Nu leven er veel meer diertjes daar.
?" 68 "De afval hoeft nergens anders naar toe.
Een koraal rif is daar angelegd.
Nu leven er veel meer diertjes daar.
?" "0 2 3 0" 2
2 2023-01-10 5Xa 7760182 29.55 SSI 2 Geld 141 5 Ja 1 "Mensen worden snel gehecjt aan gevaar. 
Ze hebben in de toekomst steeds meer en meer geld nodig om gelukkig te blijven.
?
?" 82 "Mensen worden snel gehecjt aan gevaar. 
Ze hebben in de toekomst steeds meer en meer geld nodig om gelukkig te blijven.
?
?" "0 4 0 0" 1
2 2023-01-10 5Xa 7760182 29.55 SSI 2 Botox 198 6 Ja 2 "Mensen zien er jonger uit.
Dit kan helpen bij medische zaken. (b.v te hard knipperen)
?
?" 96 "Mensen zien er jonger uit.
Dit kan helpen bij medische zaken. (b.v te hard knipperen)
?
?" "3 0 0" 1
2 2023-01-10 5Xa 7760183 28.8833333333333 SSI 1 Botox 276 1 Ja 2 "De spieren worden verdoofd en verlammen. Hierdoor kun je ongewenst samentrekkende spieren stoppen of krijg je een vlakkere huid/minder rimpels. En krijg je een jonger uitziend gezicht. Maar daardoor kan de gezichtsuitdrukking ook ongewenst veranderen" 18 "De spieren worden verdoofd en verlammen. Hierdoor kun je ongewenst samentrekkende spieren stoppen of krijg je een vlakkere huid/minder rimpels. En krijg je een jonger uitziend gezicht. Maar daardoor kan de gezichtsuitdrukking ook ongewenst veranderen" "1 2 3 4" 4
2 2023-01-10 5Xa 7760183 28.8833333333333 SSI 1 Geld 206 2 Nee 3 "In de natuur kan je niet lang afgeleid zijn door (mogelijk) gevaar. 
Daarom kan je maar kort diep geluk of ongeluk voelen. 
Luxe en geld went snel.
Over lange tijd voel je dus minder snel nog geluk." 36 "In de natuur kan je niet lang afgeleid zijn door (mogelijk) gevaar. 
Daarom kan je maar kort diep geluk of ongeluk voelen. 
Luxe en geld went snel.
Over lange tijd voel je dus minder snel nog geluk." "1 2 3 4" 4
2 2023-01-10 5Xa 7760183 28.8833333333333 SSI 1 Metro 172 3 Nee 4 "Het afval vam de wagons hoeft niet verder verwerkt te worden.
Door het zinken is er een kunstmatig rif aangelegd.
Hierdoor meer planton en zeefauna op de bodem.
Dit trekt meer vissen aan." 54 "Het afval vam de wagons hoeft niet verder verwerkt te worden.
Door het zinken is er een kunstmatig rif aangelegd.
Hierdoor meer planton en zeefauna op de bodem.
Dit trekt meer vissen aan." "1 2 3 4" 4
2 2023-01-10 5Xa 7760183 28.8833333333333 SSI 2 Suez 214 4 Nee 3 "Eerst was er geen waterweg tussen de Atlantische Oceaan en de Indische Oceaan.
Daarom moesten schepen helemaal om het Afrikaanse continent heen.
Er was een kortere waterweg nodig.
Het Suezkanaal werd gegraven.
Schepen kunnen nu daar doorheen." 68 "Eerst was er geen waterweg tussen de Atlantische Oceaan en de Indische Oceaan.
Daarom moesten schepen helemaal om het Afrikaanse continent heen.
Er was een kortere waterweg nodig.
Het Suezkanaal werd gegraven.
Schepen kunnen nu daar doorheen." "1 2 3 4 0" 4
2 2023-01-10 5Xa 7760183 28.8833333333333 SSI 2 Muziek 165 5 Nee 3 "Je gebruikt meerdere hersendelen.
Daardoor hogere IQ scores.
Beter in wiskundige breuken.
Kan helpen herrinringen op te halen." 82 "Je gebruikt meerdere hersendelen.
Daardoor hogere IQ scores.
Beter in wiskundige breuken.
Kan helpen herrinringen op te halen." "1 4 2 3" 4
2 2023-01-10 5Xa 7760183 28.8833333333333 SSI 2 Beton 152 6 Nee 3 "Door centrale verwarming droogt het beton uit.
Het betonkrimpt.
Gebouwen worden kleiner.
liften blijven dan hangen en moeten gerenoveert worden." 96 "Door centrale verwarming droogt het beton uit.
Het betonkrimpt.
Gebouwen worden kleiner.
liften blijven dan hangen en moeten gerenoveert worden." "1 2 3 4" 4
2 2023-01-10 5Xa 7760184 26.2166666666667 No-SSI 1 Botox 220 1 Ja 1 "?
botox ontspant je spieren
je kunt rimpels in je gezicht glad maken
je kan er jonger uitzien
je kan een ongewenste uitdrukking krijgen" 14 "?
botox ontspant je spieren
je kunt rimpels in je gezicht glad maken
je kan er jonger uitzien
je kan een ongewenste uitdrukking krijgen" "0 1 2 3 4" 4
2 2023-01-10 5Xa 7760184 26.2166666666667 No-SSI 1 Suez 184 2 Ja 1 "er zat een woestijn tussen de twee zeeën
boten moesten ver omvaren
er moest een kortere weg komen
het suez kanaal werd gegraven
de afstand is verkort met 40%" 28 "er zat een woestijn tussen de twee zeeën
boten moesten ver omvaren
er moest een kortere weg komen
het suez kanaal werd gegraven
de afstand is verkort met 40%" "1 2 3 4 Given" 4
2 2023-01-10 5Xa 7760184 26.2166666666667 No-SSI 1 Metro 268 3 Nee 4 "een kunstmatig rif is aangelegd
het afval hoeft niet meer op een andere manier verwerkt te worden
de hoeveelheid planktons en zeefauna veel groter
andere vissen worden aangetrokken" 42 "een kunstmatig rif is aangelegd
het afval hoeft niet meer op een andere manier verwerkt te worden
de hoeveelheid planktons en zeefauna veel groter
andere vissen worden aangetrokken" "2 1 3 4" 4
2 2023-01-10 5Xa 7760184 26.2166666666667 No-SSI 2 Muziek 201 4 Nee 3 "je gebruikt meerdere hersengebieden
je kan je dingen herinneren
hoger iq
betere wiskundige vaardigheden" 56 "je gebruikt meerdere hersengebieden
je kan je dingen herinneren
hoger iq
betere wiskundige vaardigheden" "1 3 4 2" 4
2 2023-01-10 5Xa 7760184 26.2166666666667 No-SSI 2 Beton 98 5 Nee 4 "er zit vaak centrale verwarming in betonnen gebouwen
het beton droogt uit
het beton krimpt
de liften blijven hangen" 70 "er zit vaak centrale verwarming in betonnen gebouwen
het beton droogt uit
het beton krimpt
de liften blijven hangen" "1 2 3 4" 4
2 2023-01-10 5Xa 7760184 26.2166666666667 No-SSI 2 Geld 216 6 Ja 2 "het welbevinden van mensen hangt meer af van erbij horen dan hun economische welvaart
mensen kunnen niet heel lang diep geluk of ongeluk ervaren
ze wennen aan de luxe
mensen kunnen niet voor altijd gelukkig zijn
" 84 "het welbevinden van mensen hangt meer af van erbij horen dan hun economische welvaart
mensen kunnen niet heel lang diep geluk of ongeluk ervaren
ze wennen aan de luxe
mensen kunnen niet voor altijd gelukkig zijn
